爱,性,6.77,0.153771,
虎,猫,7.35,0.148162,
虎,虎,10,1,
书,纸,7.46,0.150811,
电脑,键盘,7.62,0.350404,
电脑,因特网,7.58,0.32,
飞机,汽车,5.77,0.461627,
火车,汽车,6.31,0.643891,
电话,交流,7.5,0.144886,
电视,收音机,6.77,0.68613,
媒体,收音机,7.42,0.141067,
毒品,滥用,6.85,0.162365,
面包,黄油,6.19,0.501689,
黄瓜,土豆,5.92,0.602915,
医生,护士,7,0.792024,
教授,医生,6.62,0.156079,
学生,教授,6.81,0.154618,
聪明,学生,4.62,0.160784,
聪明,蠢,5.81,0.830109,
公司,股票,7.08,0.372706,
股票,市场,8.08,0.339038,
股票,手机,1.62,0.1518,
股票,光盘,1.31,0.155795,
股票,老虎,0.92,0.149491,
股票,卵,1.81,0.147804,
生育,卵,6.69,0.14578,
股票,活,3.73,0.153214,
股票,生活,0.92,0.153214,
书,图书馆,7.46,0.156894,
银行,钱,8.12,0.339712,
木,森林,7.73,0.153214,
钱,现金,9.15,0.341465,
教授,黄瓜,0.31,0.151366,
国王,卷心菜,0.23,0.160015,
国王,王后,8.58,0.820155,
国王,骗子,5.92,0.420405,
主教,法师,6.69,0.693772,
耶路撒冷,以色列,8.46,0.581759,
耶路撒冷,巴勒斯坦,7.65,0.581759,
神圣,性,1.62,0.155141,
性交,性,9.44,0.152309,
足球,足球,9.03,1,
足球,篮球,6.81,1,
足球,网球,6.63,1,
网球,球拍,7.56,0.853101,
阿拉法特,和平,6.73,0.157115,
阿拉法特,恐怖,7.65,0.180619,
法律,律师,8.38,0.148959,
电影,星,7.38,0.150403,
电影,爆米花,6.19,0.144319,
电影,批评家,6.73,0.181754,
电影,电影院,7.92,0.334792,
物理,质子,8.12,0.143613,
物理,化学,7.35,0.142786,
空间,化学,4.88,0.145178,
酒精,化学,5.54,0.461428,
伏特加,白兰地,8.13,1,
喝,汽车,3.04,0.157449,
喝,耳朵,1.31,0.145921,
喝,嘴,5.96,0.149775,
喝,吃,6.87,0.149057,
婴儿,母亲,7.85,0.407694,
喝,母亲,2.65,0.152435,
汽车,汽车,8.94,1,
宝石,珠宝,8.96,0.344951,
旅行,航行,9.29,0.530483,
男孩,小伙子,8.83,0.153849,
海岸,海滨,9.1,0.842014,
精神病院,精神病院,8.87,1,
魔术师,魔术师,9.02,1,
正午,中午,9.29,1,
熔炉,火炉,8.79,0.367609,
食物,水果,7.52,0.330926,
鸟,公鸡,7.1,0.462619,
鸟,鹤,7.38,0.459794,
工具,器具,6.46,0.34011,
修士,僧侣,6.27,0.7076,
鹤,器具,2.69,0.334129,
小伙子,修士,4.46,0.398537,
旅行,汽车,5.85,0.154314,
僧侣,圣人,5,0.4147,
墓地,林地,2.08,0.410979,
食物,公鸡,4.42,0.328935,
海岸,丘陵,4.38,0.520495,
森林,墓地,1.85,0.1518,
海滨,林地,3.08,0.141032,
僧侣,奴隶,0.92,0.391357,
海岸,森林,3.15,0.346467,
小伙子,魔术师,0.92,0.389992,
琴弦,微笑,0.54,0.14664,
玻璃,魔术师,2.08,0.141067,
中午,弦,0.54,0.146802,
公鸡,航行,0.62,0.141067,
钱,美元,8.42,0.396366,
钱,现金,9.08,0.341465,
钱,货币,9.04,0.344798,
钱,财富,8.27,0.336008,
钱,财产,7.57,0.336008,
钱,拥有,7.29,0.163753,
钱,银行,8.5,0.339712,
钱,存款,7.73,0.150471,
钱,经营,3.31,0.148959,
虎,老虎,8,0.150743,
虎,猫,8,0.148162,
虎,食肉动物,7.08,0.32,
虎,哺乳动物,6.85,0.160425,
虎,动物,7,0.149916,
虎,生物,4.77,0.153052,
虎,动物,5.62,0.149916,
虎,动物园,5.87,0.162418,
心理学,精神病,8.08,0.425627,
心理学,焦虑,7,0.192042,
心理学,害怕,6.85,0.210996,
心理学,沮丧,7.42,0.203909,
心理学,诊所,6.58,0.440993,
心理学,医生,6.42,0.191346,
心理学,精神,7.69,0.200465,
心理学,健康,7.23,0.192716,
心理学,科学,6.71,0.200926,
心理学,惩罚,5.58,0.197472,
心理学,认知,7.48,0.189885,
行星,星,8.45,0.709558,
行星,星座,8.06,0.692958,
行星,月亮,8.08,0.653647,
行星,太阳,8.02,0.351818,
行星,星系,8.11,0.162993,
行星,空间,7.92,0.151057,
行星,宇航员,7.94,0.147804,
先例,例子,5.85,0.821211,
先例,信息,3.85,0.449541,
先例,认知,2.81,0.148314,
先例,法律,6.65,0.343159,
先例,收藏,2.5,0.153052,
先例,小组,1.77,0.330823,
先例,先前,6.04,0.149057,
杯子,咖啡,6.58,0.336472,
杯子,餐具,6.85,0.36319,
杯子,文章,2.4,0.148314,
杯子,人工,2.92,0.146005,
杯子,物体,3.69,0.33448,
杯子,实体,2.15,0.144319,
杯子,喝,7.25,0.148314,
杯子,食物,5,0.336472,
杯子,物质,1.92,0.336472,
杯子,液体,5.9,0.340236,
老虎,猫,7.42,0.448035,
老虎,汽车,7.27,0.359561,
能量,秘书,1.81,0.14355,
秘书,参议院,5.06,0.156911,
能量,实验室,5.09,0.16543,
电脑,实验室,6.78,0.394333,
武器,秘密,6.06,0.163753,
联邦调查局,指纹,6.94,0.32,
联邦调查局,侦查,8.31,0.32,
调查,努力,4.59,0.164025,
火星,水,2.94,0.16427,
火星,科学家,5.63,0.194967,
新闻,报道,8.16,0.336308,
峡谷,风景,7.53,0.164727,
图像,表面,4.56,0.32,
探索,空间,6.34,0.149728,
水,渗透,6.56,0.149491,
标志,休会,2.38,0.143613,
星期三,新闻,2.22,0.14664,
英里,公里,8.66,0.744667,
电脑,新闻,4.47,0.150494,
领土,表面,5.34,0.15291,
大气,风景,3.69,0.160541,
总统,奖章,3,0.155177,
战争,军队,8.13,0.657576,
记录,数字,6.31,0.142753,
皮肤,眼睛,6.22,0.472395,
日本人,美国人,6.5,1,
电影院,历史,3.91,0.327375,
志愿者,座右铭,2.56,0.143613,
偏见,承认,3,0.147571,
勋章,勇士,5.63,0.152518,
世纪,年,7.59,0.142753,
世纪,国,3.16,0.142753,
延迟,种族主义,1.19,0.154466,
延迟,新闻,3.31,0.153771,
部长,政党,6.63,0.162864,
和平,计划,4.75,0.142786,
少数民族,和平,3.69,0.32,
尝试,和平,4.25,0.14664,
政府,危机,6.56,0.327375,
部署,离开,4.25,0.149775,
部署,取款,5.88,0.350685,
能量,危机,5.94,0.321712,
通告,新闻,7.56,0.152518,
通告,努力,2.75,0.164679,
中风,医院,7.03,0.14691,
残疾,死亡,5.47,0.171268,
受害者,紧急状态,6.47,0.159508,
治疗,痊愈,7.91,0.155177,
杂志,关联,4.97,0.153652,
医生,人事部,5,0.177017,
医生,债务,5.19,0.14664,
债务,保险,7.03,0.152225,
学校,中心,3.44,0.155177,
原因,高血压,2.31,0.458226,
原因,标准,5.91,0.158739,
百,百分之,7.38,0.32,
哈佛,耶鲁,8.13,0.32,
医院,基本建设,4.63,0.147804,
死亡,争吵,5.25,0.175145,
死亡,囚犯,5.03,0.172638,
律师,证据,6.69,0.148959,
生活,死亡,7.88,0.766683,
生活,期限,4.5,0.150471,
词,相似,4.75,0.151145,
委员会,推荐,4.47,0.153234,
总裁,面试,3.25,0.157648,
石油输出国组织,国家,5.63,0.32,
和平,氛围,3.69,0.142786,
和平,保险,2.94,0.152225,
领土,公里,5.28,0.159401,
旅游,活动,5,0.159956,
竞争,价格,6.44,0.142656,
消费者,自信,4.13,0.145921,
消费者,能量,4.75,0.145062,
问题,机场,2.38,0.143613,
汽车,航班,4.94,0.15256,
信用卡,卡片,8.06,0.873062,
信用卡,信息,5.31,0.164536,
宾馆,预订,8.03,0.153153,
杂货店,钱,5.94,0.343159,
注册,安排,6,0.45965,
安排,住宿,5.41,0.36324,
月份,宾馆,1.81,0.149299,
类型,种类,8.97,1,
到达,宾馆,6,0.151692,
床,壁橱,6.72,0.705706,
壁橱,衣服,8,0.351217,
情况,结论,4.81,0.354311,
情况,隔离,3.88,0.156079,
公平,利益,5.16,0.161082,
方向,组合,2.25,0.162747,
街道,地点,6.44,0.144409,
街道,大道,8.88,0.148264,
街道,街区,6.88,0.749032,
街道,孩子,4.94,0.147545,
清单,临近,2.56,0.176157,
清单,种类,6.38,0.172337,
电池,手机,7.81,0.665404,
生产,远足,1.75,0.14664,
基准,索引,4.25,0.358922,
媒体,交易,3.88,0.142753,
媒体,获得,2.88,0.151366,
股利,支付,7.63,0.146476,
股利,计算,6.48,0.152435,
计算,计算,8.44,1,
货币,市场,7.5,0.334422,
石油输出国组织,石油,8.59,0.32,
石油,股票,6.34,0.147804,
通告,生产,3.38,0.152518,
通告,警告,6,0.363027,
盈利,警告,3.88,0.154063,
盈利,亏损,7.63,0.150811,
美元,日元,7.78,1,
美元,澳元,9.22,1,
美元,盈利,7.38,0.178136,
美元,亏损,6.09,0.168392,
电脑,软件,8.5,0.341776,
网络,硬件,8.31,0.343388,
手机,设备,7.13,0.34374,
设备,制造者,5.91,0.145178,
奢侈品,汽车,6.47,0.412118,
5,月份,3.38,0.32,
报告,增加,3.63,0.157844,
投资者,赚取,7.13,0.170494,
液体,水,7.89,0.150288,
棒球,季节,5.97,0.158895,
游戏,胜利,7.03,0.171409,
游戏,团队,7.69,0.161444,
马拉松,短跑,7.47,0.517806,
游戏,系列,6.19,0.177287,
游戏,战胜,6.97,0.157047,
7,系列,3.56,0.32,
海鲜,海滨,7.47,0.328935,
海鲜,食物,8.34,0.448113,
海鲜,虾,8.7,0.326943,
虾,食物,7.81,0.328935,
虾,葡萄酒,5.7,0.376244,
食物,准备,6.22,0.147335,
录像,档案,6.34,0.150242,
开始,年,4.06,0.157499,
开始,比赛,4.47,0.16255,
游戏,回合,5.97,0.155361,
拳击,回合,7.61,0.154899,
冠军,锦标赛,8.36,0.168483,
战斗,战胜,7.41,0.150126,
线,保险,2.69,0.151366,
日,夏天,3.94,0.451513,
夏天,干旱,7.16,0.148162,
夏天,自然,5.63,0.15119,
日,黎明,7.53,0.449369,
自然,环境,8.31,0.14578,
环境,生态,8.81,0.883021,
自然,人,6.25,0.15119,
男人,女人,8.3,0.766818,
人,总裁,5.25,0.154466,
肥皂剧,歌剧,7.94,0.32,
歌剧,表演,6.88,0.147335,
生活,教训,5.94,0.148959,
集中,生活,4.06,0.395167,
生产,机组人员,6.25,0.32,
电视,电影,7.72,0.144319,
爱人,争吵,6.19,0.156395,
观察者,连续,2.97,0.32,
可能性,女孩,1.94,0.423082,
人口,发展,3.75,0.157316,
道德,重要性,3.31,0.163503,
道德,婚姻,3.69,0.341465,
墨西哥,巴西,7.44,1,
性别,平等,6.41,0.158739,
改变,态度,5.44,0.15291,
家庭,计划,6.25,0.145921,
肥皂剧,行业,2.63,0.32,
糖,方法,0.88,0.163603,
实践,制度,3.19,0.149299,
部门,文化,4.69,0.331221,
问题,挑战,6.75,0.141926,
尺寸,突出,5.31,0.146476,
国家,公民,7.31,0.158152,
行星,人,5.75,0.153214,
发展,发行,3.97,0.15439,
经验,音乐,3.47,0.146476,
音乐,项目,3.63,0.347638,
玻璃,金属,5.56,0.464117,
铝,金属,7.83,0.684722,
机会,可靠性,3.88,0.32,
展览,纪念品,5.31,0.145178,
音乐会,演奏家,6.81,0.180188,
摇滚乐,爵士乐,7.59,1,
博物馆,电影院,7.19,0.630094,
观察,建筑学,4.38,0.194623,
空间,世界,6.53,0.146005,
保留,世界,6.19,0.143613,
入场券,门票,7.69,1,
阵雨,雷雨,6.31,1,
阵雨,洪水,6.03,0.34011,
天气,预报,8.34,0.145178,
灾难,区域,6.25,0.14801,
总裁,办公室,6.34,0.149057,
建筑学,世纪,3.78,0.186632,
